source_row,batch,episode_id,scene_id,attempt,anchor_index,anchor_role,trajectory_return_index,attempt_step,robot_x,robot_y,robot_yaw_rad,anchor_x,anchor_y,estimated_bearing_deg,recomputed_true_bearing_deg,recomputed_bearing_error_deg,estimated_distance_m,recomputed_true_distance_m,recomputed_distance_error_m,stored_pose_bad,recomputed_pose_bad,passed,failed_checks,measurement,trajectory
6287,reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated,3,x8F5xyUWy9e,2,7,next,4,1179,0.3498643636703491,0.37204015254974365,-1.9149242478573416,0.1770876795053482,-0.04141475632786751,-1.9205138052436284,-2.9622502298250675,1.041736424581444,0.46379612985707575,0.4481034972704924,0.01569263258658332,0,0,True,,/mnt/SSD4T/teambruce/projects/navila-isaac/NaVILA-Bench/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep3/measurements/6.json,/mnt/SSD4T/teambruce/projects/navila-isaac/NaVILA-Bench/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep3/trajectories/output_6.jsonl
2712,reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated,18,x8F5xyUWy9e,9,11,current,39,2014,-1.3475632667541504,0.3859420418739319,-3.118895005801702,-1.7880449295043945,0.4327121675014496,1.350109047341256,-7.361407953274611,8.711517000615856,0.5551410690142612,0.44295771792625266,0.11218335108800853,0,0,True,,/mnt/SSD4T/teambruce/projects/navila-isaac/NaVILA-Bench/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep18/measurements/30.json,/mnt/SSD4T/teambruce/projects/navila-isaac/NaVILA-Bench/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep18/trajectories/output_30.jsonl
2788,reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated,18,x8F5xyUWy9e,47,9,current,229,2204,-2.7747676372528076,0.22607465088367462,-2.9461359020986153,-3.3447649478912354,0.4418509304523468,-160.62934411776095,-31.93334089180565,128.6960032259553,0.709139623032101,0.6094721789873087,0.09966744404479233,1,1,True,,/mnt/SSD4T/teambruce/projects/navila-isaac/NaVILA-Bench/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep18/measurements/30.json,/mnt/SSD4T/teambruce/projects/navila-isaac/NaVILA-Bench/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep18/trajectories/output_30.jsonl
3587,reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated,19,x8F5xyUWy9e,56,7,next,274,1774,-4.066127777099609,0.8189291954040527,-1.0796489502190691,-4.340949535369873,1.8391578197479248,43.77044983643442,166.93539951409434,123.16494967765992,3.9683309246517093,1.0565952132909504,2.911735711360759,1,1,True,,/mnt/SSD4T/teambruce/projects/navila-isaac/NaVILA-Bench/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep19/measurements/31.json,/mnt/SSD4T/teambruce/projects/navila-isaac/NaVILA-Bench/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep19/trajectories/output_31.jsonl
33874,reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated,87,EU6Fwq7SyZv,939,6,next,4689,6464,0.8853371143341064,-7.8866047859191895,-0.9753187240082554,0.7219572067260742,-5.501467704772949,153.31675581652016,149.80023863401254,3.516517182507613,1.706827482522165,2.3907262264987215,0.6838987439765565,1,1,True,,/mnt/SSD4T/teambruce/projects/navila-isaac/NaVILA-Bench/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep87/measurements/126.json,/mnt/SSD4T/teambruce/projects/navila-isaac/NaVILA-Bench/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep87/trajectories/output_126.jsonl
34829,reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated,93,2azQ1b91cZZ,142,1,next,704,3504,16.649423599243164,0.05062466114759445,-2.650285835774443,10.341350555419922,-6.520552635192871,-167.2876952303186,18.020499109924327,174.69180565975705,1.3320403029311318,9.108905345108697,7.776865042177565,1,1,True,,/mnt/SSD4T/teambruce/projects/navila-isaac/NaVILA-Bench/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep93/measurements/138.json,/mnt/SSD4T/teambruce/projects/navila-isaac/NaVILA-Bench/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep93/trajectories/output_138.jsonl
35099,reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated,95,2azQ1b91cZZ,118,10,next,584,2934,15.15434455871582,-0.25358715653419495,-2.177536989358301,14.639066696166992,-0.7593330144882202,-6.02648977504111,-10.771203322845457,4.744713547804338,0.42395080238303473,0.7220042579310333,0.29805345554799856,0,0,True,,/mnt/SSD4T/teambruce/projects/navila-isaac/NaVILA-Bench/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep95/measurements/140.json,/mnt/SSD4T/teambruce/projects/navila-isaac/NaVILA-Bench/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep95/trajectories/output_140.jsonl
35145,reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated,95,2azQ1b91cZZ,141,8,next,699,3049,14.684727668762207,-0.9476364254951477,-2.280070100844202,13.330066680908203,-1.6448534727096558,-63.28123730963748,-22.12762755858505,41.15360975105244,0.6224013690053826,1.5235543977620565,0.9011530287566739,1,1,True,,/mnt/SSD4T/teambruce/projects/navila-isaac/NaVILA-Bench/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep95/measurements/140.json,/mnt/SSD4T/teambruce/projects/navila-isaac/NaVILA-Bench/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep95/trajectories/output_140.jsonl
619,reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated,100,zsNo4HB9uLZ,310,10,next,1544,3319,4.113339424133301,0.8953066468238831,-2.9537053870715204,1.7967861890792847,0.10509860515594482,9.81205811163124,8.07006451849806,1.7419935931331736,2.4236134268417415,2.447620812126728,0.024007385284986693,0,0,True,,/mnt/SSD4T/teambruce/projects/navila-isaac/NaVILA-Bench/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep100/measurements/145.json,/mnt/SSD4T/teambruce/projects/navila-isaac/NaVILA-Bench/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep100/trajectories/output_145.jsonl
1845,reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated,100,zsNo4HB9uLZ,923,2,next,4609,6384,3.758704900741577,3.591238498687744,1.8095882247339616,8.435442924499512,0.09188254177570343,-20.480587452388985,-140.48733616706622,120.0067487146772,0.5685262455340365,5.841007674711534,5.272481429177498,1,1,True,,/mnt/SSD4T/teambruce/projects/navila-isaac/NaVILA-Bench/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep100/measurements/145.json,/mnt/SSD4T/teambruce/projects/navila-isaac/NaVILA-Bench/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_v11_prospective_capture_shadow_100ep_20260722_accumulated_ep100/trajectories/output_145.jsonl
